Time,Context,FreqMHz,StaId,SignalDbm,NoiseDbm,SNRdB,PacketSize
0.1214,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.1214,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.1214,/NodeList/5/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.1214,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.1214,/NodeList/7/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.1214,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.1214,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.1214,/NodeList/10/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.121936,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/5/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/7/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121936,/NodeList/10/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.121996,/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/5/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/7/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.121996,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.122064,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/5/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/7/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.122064,/NodeList/10/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123613,/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/5/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123613,/NodeList/10/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123673,/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/5/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/7/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123673,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.123741,/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/5/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123741,/NodeList/10/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.123975,/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/7/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.123975,/NodeList/10/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.124035,/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/5/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/7/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124035,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,14
0.124103,/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/4/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/6/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/7/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/8/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/9/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124103,/NodeList/10/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,20
0.124571,/NodeList/0/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.124571,/NodeList/1/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.124571,/NodeList/2/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
0.124571,/NodeList/3/DeviceList/0/$ns3::WifiNetDevice/Phy/MonitorSnifferRx,5210,65535,15.971,-93.966,109.937,131
